Timestamp,is_release,is_landing,in_flight,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,sum
2025-04-15 00:07:13.895000+00:00,False,False,False,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.12,-0.08,0.0,0.0,0.0,0.0,0.12,-0.12,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04,-0.08,-0.08,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.16,-0.08,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.0,0.04,-0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,0.0,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.08,-0.0,0.0,-0.7999999999999999
2025-04-15 00:07:13.926000+00:00,False,False,False,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.12,-0.04,0.0,0.0,0.0,0.0,0.12,-0.08,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.12,-0.12,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12,-0.08,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.0,0.04,-0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.76
2025-04-15 00:07:13.927000+00:00,False,False,False,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.16,-0.12,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.12,-0.12,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.7200000000000001
2025-04-15 00:07:13.942000+00:00,False,False,False,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.04,-0.08,-0.04,0.0,0.0,0.0,0.0,0.2,-0.12,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.12,-0.12,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.04,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.64
2025-04-15 00:07:13.968000+00:00,False,False,False,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.04,-0.08,-0.04,0.0,0.0,0.0,0.0,0.2,-0.12,0.08,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.12,-0.08,-0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.0,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,-0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.52
2025-04-15 00:07:13.983000+00:00,False,False,False,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.04,-0.04,-0.08,0.0,0.0,0.0,0.0,0.16,-0.08,0.08,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.08,-0.08,-0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.0,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,-0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.52
2025-04-15 00:07:13.984000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.04,-0.04,-0.08,0.0,0.0,0.0,0.0,0.16,-0.08,0.08,0.0,-0.0,0.04,0.0,0.0,0.0,-0.04,-0.04,-0.04,-0.0,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.04,0.0,-0.16,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,-0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.52
2025-04-15 00:07:13.984000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.04,-0.04,-0.12,0.0,0.0,0.0,0.0,0.16,-0.04,0.08,0.0,-0.0,0.04,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.04,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.04,0.0,-0.12,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,-0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.56
2025-04-15 00:07:14.018000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.12,0.0,0.0,0.0,0.0,0.16,-0.08,0.08,0.0,-0.04,0.04,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.04,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.04,0.0,-0.12,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,-0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.6799999999999999
2025-04-15 00:07:14.045000+00:00,False,False,False,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.16,0.0,0.0,0.0,0.0,0.12,-0.08,0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,-0.04,-0.04,-0.12,0.08,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.04,0.0,-0.12,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.08,-0.0,0.0,-0.72
2025-04-15 00:07:14.046000+00:00,False,False,False,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.16,0.0,0.0,0.0,0.0,0.16,-0.08,0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.08,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.6000000000000001
2025-04-15 00:07:14.063000+00:00,False,False,False,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.2,0.0,0.0,0.0,0.0,0.16,-0.08,0.04,0.0,-0.04,0.04,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.08,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.7200000000000001
2025-04-15 00:07:14.066000+00:00,False,False,False,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.2,0.0,0.0,0.0,0.0,0.16,-0.08,-0.0,0.0,-0.04,0.04,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.04,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.0,-0.08,-0.12,0.0,-0.16,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.8800000000000002
2025-04-15 00:07:14.113000+00:00,False,False,False,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.2,0.0,0.0,0.0,0.0,0.16,-0.04,-0.0,0.0,-0.0,0.04,0.0,0.0,0.0,-0.04,-0.08,-0.12,0.04,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.7600000000000001
2025-04-15 00:07:14.114000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.16,0.0,0.0,0.0,0.0,0.16,-0.0,-0.0,0.0,-0.0,0.04,0.0,0.0,0.0,-0.04,-0.08,-0.08,0.04,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.6400000000000001
2025-04-15 00:07:14.133000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.16,0.0,0.0,0.0,0.0,0.16,-0.04,0.04,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.04,-0.12,0.04,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.6400000000000001
2025-04-15 00:07:14.134000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.12,0.0,0.0,0.0,0.0,0.16,-0.08,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.04,-0.12,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.12,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,0.04,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.56
2025-04-15 00:07:14.168000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.08,-0.12,0.0,0.0,0.0,0.0,0.12,-0.12,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.04,-0.08,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.12,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.08,0.0,0.0,-0.08,0.04,0.0,0.0,0.0,0.0,-0.08,-0.0,0.0,-0.5999999999999999
2025-04-15 00:07:14.169000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.12,-0.12,0.0,0.0,0.0,0.0,0.08,-0.12,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.12,-0.08,-0.08,0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,-0.12,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.08,0.04,0.0,0.0,0.0,0.0,-0.12,-0.0,0.0,-0.72
2025-04-15 00:07:14.223000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.2,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.16,-0.16,0.0,0.0,0.0,0.0,0.12,-0.12,0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.16,-0.12,-0.08,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.12,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.04,0.04,0.0,0.0,0.0,0.0,-0.12,-0.0,0.0,-0.7200000000000001
2025-04-15 00:07:14.224000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.16,-0.12,0.0,0.0,0.0,0.0,0.08,-0.08,0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.12,-0.12,-0.04,0.08,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.04,0.04,0.0,0.0,0.0,0.0,-0.12,-0.04,0.0,-0.7200000000000001
2025-04-15 00:07:14.318000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.12,-0.12,0.0,0.0,0.0,0.0,0.08,-0.08,0.16,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.12,-0.12,-0.04,0.08,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,-0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.12,-0.04,0.0,-0.6799999999999999
2025-04-15 00:07:14.318000+00:00,False,False,False,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,0.12,-0.04,0.16,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.12,-0.08,0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.04,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.08,-0.04,0.0,-0.44
2025-04-15 00:07:14.338000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,0.12,-0.08,0.16,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.08,-0.12,0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.08,-0.0,0.0,-0.16,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.08,-0.04,0.0,-0.52
2025-04-15 00:07:14.339000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,0.08,-0.08,0.16,0.0,-0.0,0.04,0.0,0.0,0.0,-0.04,-0.08,-0.12,0.08,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.04,0.0,-0.16,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.52
2025-04-15 00:07:14.372000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,0.08,-0.08,0.12,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.08,-0.16,0.08,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.16,-0.08,0.0,-0.16,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.7600000000000001
2025-04-15 00:07:14.373000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,0.08,-0.08,0.08,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.04,-0.16,0.08,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.12,-0.08,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.08,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.76
2025-04-15 00:07:14.394000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,0.08,-0.08,0.12,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08,-0.08,-0.12,0.08,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.16,-0.12,0.0,-0.08,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.92
2025-04-15 00:07:14.414000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,0.08,-0.04,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04,-0.08,-0.12,0.04,0.0,-0.0,-0.08,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.12,0.0,-0.08,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.12,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,-0.88
2025-04-15 00:07:14.422000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.12,0.0,0.0,0.0,0.0,0.12,-0.08,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04,-0.04,-0.12,0.04,0.0,-0.0,-0.04,0.0,0.0,0.0,0.0,-0.0,-0.12,-0.12,0.0,-0.08,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.0,-0.8800000000000001
2025-04-15 00:07:14.424000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,0.16,-0.08,0.08,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12,-0.12,0.0,-0.04,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.5599999999999999
2025-04-15 00:07:14.500000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.12,0.0,0.0,0.0,0.0,0.16,-0.04,0.12,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.08,-0.04,0.04,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.16,0.0,-0.04,0.04,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.56
2025-04-15 00:07:14.501000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.12,0.0,0.0,0.0,0.0,0.16,-0.08,0.12,0.0,-0.0,0.04,0.0,0.0,0.0,-0.08,-0.04,-0.08,0.04,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.16,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.08,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.04,-0.0,0.0,-0.64
2025-04-15 00:07:14.516000+00:00,False,False,False,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.08,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.04,-0.12,0.0,0.0,0.0,0.0,0.2,-0.12,0.12,0.0,-0.0,0.08,0.0,0.0,0.0,-0.08,-0.04,-0.08,0.04,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.16,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04,0.0,-0.04,-0.04,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,-0.04,-0.0,0.0,0.0,0.0,0.0,-0.08,-0.04,0.0,-0.6799999999999999
